year,h,h_c
2021,Myasthenia Gravis,60
2021,Tobacco,60
2021,Beverages,60
2021,Brain Mapping,60
2021,Education,60
2021,Musculoskeletal Pain,60
2021,"Reproductive Techniques, Assisted",60
2021,Heart Valve Prosthesis,60
2021,Amyotrophic Lateral Sclerosis,59
2021,New South Wales,59
2021,Visitors to Patients,59
2021,Stochastic Processes,59
2021,Creativity,59
2021,Child Welfare,59
2021,Infliximab,59
2021,Muscles,59
2021,Aedes,59
2021,"Multiple Sclerosis, Relapsing-Remitting",59
2021,"Receptors, Cell Surface",59
2021,Aggression,59
2021,Disclosure,59
2021,Administrative Personnel,59
2021,Pleural Effusion,59
2021,Protein Subunits,59
2021,Forests,59
2021,"Osteoarthritis, Knee",59
2021,Edema,59
2021,Return to Sport,59
2021,Sri Lanka,59
2021,Accreditation,59
2021,Carcinogenesis,59
2021,Pulmonary Medicine,59
2021,Croatia,59
2021,Nanopores,59
2021,Coronavirus Envelope Proteins,59
2021,Sodium,58
2021,Muscular Diseases,58
2021,Drinking Water,58
2021,Placebos,58
2021,Gastroenteritis,58
2021,Pharynx,58
2021,"Pharmacy Service, Hospital",58
2021,"Crops, Agricultural",58
2021,"Anti-Infective Agents, Local",58
2021,Central Nervous System Diseases,58
2021,Orbital Diseases,58
2021,Primary Cell Culture,58
2021,Primates,58
2021,Zimbabwe,58
2021,Plant Proteins,58
2021,"Chemotherapy, Adjuvant",58
2021,Rhinitis,58
2021,X-Ray Diffraction,58
2021,Body Image,58
2021,Cell Cycle,58
2021,Celiac Disease,58
2021,"Health Services, Indigenous",58
2021,Afghanistan,58
2021,"Herpesvirus 3, Human",58
2021,Endothelium,58
2021,Ambulances,58
2021,Epidemiologic Studies,58
2021,Immunologic Tests,58
2021,Cell Nucleus,58
2021,Meditation,58
2021,Fishes,58
2021,Private Sector,58
2021,Gambling,58
2021,Cultural Competency,58
2021,Myalgia,58
2021,"Antibodies, Bacterial",58
2021,Bacteriophages,58
2021,Tidal Volume,58
2021,Nitrogen,57
2021,Family Planning Services,57
2021,Occult Blood,57
2021,"Medicine, Traditional",57
2021,Water Quality,57
2021,"Oils, Volatile",57
2021,Drug Resistance,57
2021,Personal Autonomy,57
2021,Social Perception,57
2021,Peptide Library,57
2021,Prescription Drugs,57
2021,Network Pharmacology,57
2021,Hand Sanitizers,57
2021,Epithelial-Mesenchymal Transition,57
2021,Membrane Fusion,57
2021,Methotrexate,57
2021,Confidence Intervals,57
2021,Accelerometry,57
2021,Functional Status,57
2021,Proteasome Endopeptidase Complex,57
2021,Thyroid Gland,57
2021,Heart-Assist Devices,57
2021,Mandatory Programs,57
2021,Public-Private Sector Partnerships,57
2021,Radiation Dosage,57
2021,Mouthwashes,57
2021,Liver Function Tests,57
2021,Sick Leave,57
2021,Glioblastoma,57
2021,Abdomen,56
2021,Nursing Research,56
2021,"Recombination, Genetic",56
2021,"Scleroderma, Systemic",56
2021,Hypothalamo-Hypophyseal System,56
2021,Hematologic Tests,56
2021,Treatment Failure,56
2021,Transcatheter Aortic Valve Replacement,56
2021,Astrocytes,56
2021,Food Safety,56
2021,Light,56
2021,Knee Joint,56
2021,Hospital Bed Capacity,56
2021,Viremia,56
2021,Journal Impact Factor,56
2021,Mood Disorders,56
2021,Mobile Health Units,56
2021,"Transplantation, Autologous",56
2021,Cysteine Proteinase Inhibitors,56
2021,Silicon Dioxide,56
2021,Osteoarthritis,56
2021,"T-Lymphocytes, Cytotoxic",56
2021,Insulin Infusion Systems,56
2021,Macular Degeneration,56
2021,Testis,56
2021,Cardiac Catheterization,56
2021,Chemical and Drug Induced Liver Injury,56
2021,Reoperation,56
2021,Plant Diseases,55
2021,Livestock,55
2021,"Wounds, Gunshot",55
2021,Calibration,55
2021,Janus Kinases,55
2021,STAT3 Transcription Factor,55
2021,Thiazoles,55
2021,Molecular Sequence Annotation,55
2021,Reference Values,55
2021,Macrophage Activation,55
2021,Oligopeptides,55
2021,Social Change,55
2021,Disease,55
2021,"Receptors, Coronavirus",55
2021,Illinois,55
2021,"Lectins, C-Type",55
2021,Social Norms,55
2021,Medically Underserved Area,55
2021,Influenza B virus,55
2021,American Heart Association,55
2021,Voice,55
2021,Microcirculation,55
2021,Advertising,55
2021,Office Visits,55
2021,Group Processes,55
2021,Invasive Pulmonary Aspergillosis,55
2021,"Vaccines, Conjugate",55
2021,Safety-net Providers,55
2021,International Classification of Diseases,55
2021,Allergy and Immunology,55
2021,Attitude to Death,54
2021,Dissent and Disputes,54
2021,Nuclear Proteins,54
2021,Minnesota,54
2021,Tumor Suppressor Protein p53,54
2021,Spermatozoa,54
2021,"Societies, Scientific",54
2021,Individuality,54
2021,Drug Stability,54
2021,Blood Gas Analysis,54
2021,Cannabinoids,54
2021,Complementary Therapies,54
2021,Prefrontal Cortex,54
2021,"Death, Sudden, Cardiac",54
2021,Health Services for the Aged,54
2021,"Animals, Newborn",54
2021,Zambia,54
2021,Autoantigens,54
2021,"Blood Pressure Monitoring, Ambulatory",54
2021,Telecommunications,54
2021,Respiration Disorders,54
2021,"Protein Conformation, alpha-Helical",54
2021,"Anthropology, Cultural",54
2021,Antiphospholipid Syndrome,54
2021,Hepatocytes,54
2021,Immunoglobulin Fc Fragments,54
2021,Rwanda,54
2021,Extracellular Matrix,54
2021,Nausea,54
2021,Eczema,54
2021,Bone Density,54
2021,Cataract Extraction,54
2021,Facial Paralysis,54
2021,Behavior,54
2021,Lactic Acid,54
2021,Queensland,54
2021,Population Groups,54
2021,Vaccinology,53
2021,Proton Pump Inhibitors,53
2021,Gastrectomy,53
2021,Built Environment,53
2021,Withholding Treatment,53
2021,"Technology Assessment, Biomedical",53
2021,Infant Mortality,53
2021,Gadolinium,53
2021,Human Umbilical Vein Endothelial Cells,53
2021,Spectrum Analysis,53
2021,"Antigens, Neoplasm",53
2021,Food Contamination,53
2021,Mass Casualty Incidents,53
2021,Correlation of Data,53
2021,"Infertility, Male",53
2021,Thyroid Neoplasms,53
2021,Patient Health Questionnaire,53
2021,Remote Sensing Technology,53
2021,Coronary Artery Bypass,53
2021,Poverty Areas,53
2021,Network Meta-Analysis,53
2021,Absenteeism,53
2021,"Antigens, Bacterial",53
2021,"Rhinitis, Allergic",53
2021,Chlamydia Infections,53
2021,Marriage,53
2021,Professional Competence,53
2021,Syphilis,53
2021,Personnel Turnover,53
2021,Neurodevelopmental Disorders,53
2021,Tissue Plasminogen Activator,53
2021,Candida,53
2021,Peer Review,53
2021,Connecticut,52
2021,"Receptors, Antigen, B-Cell",52
2021,"Neovascularization, Pathologic",52
2021,Plasma Cells,52
2021,"Herpesvirus 1, Human",52
2021,Public Health Practice,52
2021,Radiotherapy Dosage,52
2021,Running,52
2021,Corneal Transplantation,52
2021,Pyrrolidines,52
2021,Greenhouse Gases,52
2021,Manikins,52
2021,Delayed-Action Preparations,52
2021,Touch,52
2021,Polypharmacy,52
2021,"Ultrasonography, Interventional",52
2021,HMGB1 Protein,52
2021,Work Engagement,52
2021,Dust,52
2021,Thrombelastography,52
2021,Vital Signs,52
2021,Nucleosides,52
2021,Solvents,52
2021,HIV Antibodies,52
2021,Wisconsin,52
2021,Animal Feed,52
2021,Social Identification,52
2021,Emergency Responders,52
2021,Exome Sequencing,52
2021,Drug Utilization,52
2021,Optical Imaging,52
2021,Reading,52
2021,Enterovirus,52
2021,Methylation,52
2021,Iraq,52
2021,"Asia, Southeastern",52
2021,Hawaii,52
2021,Earthquakes,52
2021,Analysis of Variance,51
2021,"Signal Processing, Computer-Assisted",51
2021,"Mice, Nude",51
2021,Crisis Intervention,51
2021,Conjunctiva,51
2021,Critical Care Nursing,51
2021,Shock,51
2021,Crime,51
2021,Respiratory Aerosols and Droplets,51
2021,Nebulizers and Vaporizers,51
2021,Cerebrovascular Disorders,51
2021,Disease Resistance,51
2021,Health Plan Implementation,51
2021,"Spectrometry, Fluorescence",51
2021,Endoplasmic Reticulum Stress,51
2021,Patient Care Management,51
2021,"Receptor, ErbB-2",51
2021,Caliciviridae Infections,51
2021,"Carcinoma, Renal Cell",51
2021,Return to Work,51
2021,Chikungunya Fever,51
2021,Fluorescence Resonance Energy Transfer,51
2021,"Shock, Cardiogenic",51
2021,Cognition Disorders,51
2021,"Administration, Cutaneous",51
2021,District of Columbia,51
2021,Drug Users,51
2021,"Education, Veterinary",51
2021,"Receptors, IgG",51
2021,Rotavirus Infections,51
2021,Semen,51
2021,Parasites,51
2021,"Dermatitis, Allergic Contact",51
2021,Nanocomposites,50
2021,Hep G2 Cells,50
2021,Helicobacter Infections,50
2021,Hematopoietic Stem Cells,50
2021,Aorta,50
2021,Fertilization in Vitro,50
2021,Piperazines,50
2021,Alopecia,50
2021,Titanium,50
2021,Cyclophosphamide,50
2021,Hematologic Diseases,50
2021,Picornaviridae Infections,50
2021,Th2 Cells,50
2021,Physical Functional Performance,50
2021,Northern Ireland,50
2021,School Nursing,50
2021,Neuromyelitis Optica,50
2021,Maryland,50
2021,Culturally Competent Care,50
2021,Entropy,50
2021,Neoplasm Invasiveness,50
2021,Colonic Neoplasms,50
2021,Oligonucleotides,50
2021,Markov Chains,50
2021,Enterovirus Infections,50
2021,Electromyography,50
2021,G-Quadruplexes,50
2021,"Genital Neoplasms, Female",50
2021,Protozoan Proteins,50
2021,Ambulatory Surgical Procedures,50
2021,Helicobacter pylori,50
2021,Dermatologists,50
2021,"Cholesterol, LDL",50
2021,Urban Health,50
2021,Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis,50
2021,Phylogeography,50
2021,Gastrointestinal Neoplasms,50
2021,Primary Immunodeficiency Diseases,50
2021,Troponin T,50
2021,Inappropriate Prescribing,50
2021,Thrombin,50
2021,Prednisone,50
2021,Crowdsourcing,50
2021,Cyclonic Storms,50
2021,Acinetobacter baumannii,50
2021,Trace Elements,50
2021,Amino Acid Motifs,50
2021,Motor Vehicles,49
2021,Heart Valve Prosthesis Implantation,49
2021,Nutritional Support,49
2021,Expert Testimony,49
2021,Taxes,49
2021,Mucous Membrane,49
2021,Protein Isoforms,49
2021,Fish Diseases,49
2021,Hemophilia A,49
2021,Fathers,49
2021,Leukemia,49
2021,Mathematics,49
2021,Pets,49
2021,Viral Fusion Proteins,49
2021,Armed Conflicts,49
2021,ErbB Receptors,49
2021,Restaurants,49
2021,Cysteine Endopeptidases,49
2021,Cigarette Smoking,49
2021,Tobacco Smoking,49
2021,Rectal Neoplasms,49
2021,Health Planning,49
2021,Cerebral Palsy,49
2021,"Hospitals, Community",48
2021,Cloud Computing,48
2021,"Nanotubes, Carbon",48
2021,Water Microbiology,48
2021,Social Welfare,48
2021,Nanofibers,48
2021,Philadelphia,48
2021,Common Cold,48
2021,Glutathione,48
2021,"Catheterization, Central Venous",48
2021,"Magnetic Resonance Imaging, Cine",48
2021,Latent Tuberculosis,48
2021,Vital Capacity,48
2021,Powders,48
2021,Coculture Techniques,48
2021,"RNA, Guide, CRISPR-Cas Systems",48
2021,Thoracic Surgery,48
2021,Sunlight,48
2021,Brain Concussion,48
2021,Aspergillosis,48
2021,"Hospitals, Psychiatric",48
2021,Career Mobility,48
2021,School Admission Criteria,48
2021,Insecticides,48
2021,Surge Capacity,48
2021,Enoxaparin,48
2021,Translations,48
2021,Drug Liberation,48
2021,Minimally Invasive Surgical Procedures,48
2021,Cellulose,48
2021,Statistics as Topic,48
2021,Respiratory Syncytial Viruses,48
2021,Pathologists,47
2021,"Efficiency, Organizational",47
2021,Self-Help Groups,47
2021,Workplace Violence,47
2021,Family Relations,47
2021,Environmental Policy,47
2021,"Microscopy, Electron, Transmission",47
2021,Immune System Diseases,47
2021,Axilla,47
2021,AIDS Vaccines,47
2021,Immunosenescence,47
2021,Mouth Neoplasms,47
2021,"Protein Structure, Tertiary",47
2021,Yoga,47
2021,RNA Stability,47
2021,Academic Performance,47
2021,Methamphetamine,47
2021,Stereoisomerism,47
2021,Carbon Footprint,47
2021,Lymphatic Metastasis,47
2021,Pseudomonas Infections,47
2021,African Swine Fever Virus,47
2021,Epithelium,47
2021,Medical Waste,47
2021,"Cloning, Molecular",47
2021,Tea,47
2021,Phospholipids,47
2021,Arthritis,47
2021,Serum Albumin,47
2021,Time,47
2021,"Anesthetics, Local",47
2021,Glycolysis,47
2021,Magnetic Phenomena,47
2021,Mink,47
2021,Psychiatric Nursing,47
2021,Prednisolone,47
2021,Estrogens,47
2021,Irritable Bowel Syndrome,47
2021,Food Services,46
2021,Menopause,46
2021,Progression-Free Survival,46
2021,Computer Graphics,46
2021,Immunodominant Epitopes,46
2021,Acupuncture Therapy,46
2021,Measles Vaccine,46
2021,"Pacemaker, Artificial",46
2021,Electroconvulsive Therapy,46
2021,Arizona,46
2021,Psychological Theory,46
2021,Acetaminophen,46
2021,Ophthalmologists,46
2021,Fundus Oculi,46
2021,Glucagon-Like Peptide-1 Receptor,46
2021,Doxorubicin,46
2021,Food Industry,46
2021,Escherichia coli Infections,46
2021,Ubiquitin,46
2021,Survivorship,46
2021,Hormones,46
2021,Thinking,46
2021,Mouth Mucosa,46
2021,Social Capital,46
2021,Aspergillus,46
2021,Pharmacogenetics,46
2021,Radiotherapy,46
2021,"Refraction, Ocular",46
2021,Recombinases,46
2021,Germinal Center,46
2021,Macrophage Activation Syndrome,46
2021,Phobic Disorders,46
2021,Watchful Waiting,46
2021,Ribosomes,46
2021,Epigenomics,46
2021,Virome,46
2021,Fluid Therapy,46
2021,Cardiovascular Agents,46
2021,Age of Onset,46
2021,Hematoma,46
2021,Point Mutation,46
2021,Altitude,46
2021,Bradycardia,46
2021,"Desensitization, Immunologic",46
2021,Injury Severity Score,46
2021,Containment of Biohazards,45
2021,Health,45
2021,Catheters,45
2021,Colorado,45
2021,Symptom Flare Up,45
2021,Neutropenia,45
2021,Fluorescent Antibody Technique,45
2021,Host-Parasite Interactions,45
2021,"Receptors, Pattern Recognition",45
2021,Home Environment,45
2021,Antiparasitic Agents,45
2021,"Cholesterol, HDL",45
2021,Iatrogenic Disease,45
2021,Rhabdomyolysis,45
2021,Homicide,45
2021,Takotsubo Cardiomyopathy,45
2021,Intelligence,45
2021,Pharyngitis,45
2021,Luminescence,45
2021,Oxides,45
2021,Benzodiazepines,45
2021,"Genetic Diseases, Inborn",45
2021,Health Care Sector,45
2021,Cystic Fibrosis Transmembrane Conductance Regulator,45
2021,"Models, Psychological",45
2021,Motor Activity,45
2021,Bell Palsy,45
2021,Observer Variation,45
2021,Hospices,45
2021,Androgen Antagonists,45
2021,Financial Management,45
2021,Early Warning Score,45
2021,Mother-Child Relations,45
2021,Interleukin-1,45
2021,Antigen-Antibody Complex,45
2021,Incidental Findings,45
2021,Cell Adhesion Molecules,45
2021,Diet Surveys,45
2021,Permeability,45
2021,Needles,45
2021,Hospital Administration,45
2021,Virus Activation,45
2021,Chikungunya virus,45
2021,Microvessels,45
2021,Optimism,45
2021,Rural Health,44
2021,Pulmonary Aspergillosis,44
2021,Grounded Theory,44
2021,Neuropilin-1,44
2021,Bronchiolitis,44
2021,Triterpenes,44
2021,Community Health Centers,44
2021,"Posttraumatic Growth, Psychological",44
2021,Green Fluorescent Proteins,44
2021,Hallucinogens,44
2021,Cardiorespiratory Fitness,44
2021,Drainage,44
2021,"Models, Genetic",44
2021,Arteries,44
2021,Viroporin Proteins,44
2021,Gram-Positive Bacteria,44
2021,Law Enforcement,44
2021,Metal-Organic Frameworks,44
2021,Snacks,44
2021,Factor Xa Inhibitors,44
2021,Myanmar,44
2021,Enzyme Activation,44
2021,"Genes, Reporter",44
2021,Cameroon,44
2021,Erythema,44
2021,"Blotting, Western",44
2021,Self-Control,44
2021,Engineering,44
2021,Social Factors,44
2021,Adiposity,44
2021,"Genome, Bacterial",44
2021,Substance Abuse Detection,44
2021,Perinatal Care,44
2021,Prostheses and Implants,44
2021,Quantum Theory,44
2021,Respiratory Sounds,44
2021,Retinal Vessels,43
2021,"T-Lymphocytes, Helper-Inducer",43
2021,Pulmonary Edema,43
2021,Mathematical Concepts,43
2021,"Microscopy, Electron, Scanning",43
2021,Macular Edema,43
2021,Down Syndrome,43
2021,Blood Sedimentation,43
2021,Perfusion,43
2021,Diabetic Nephropathies,43
2021,"Genes, Bacterial",43
2021,Neurosurgeons,43
2021,"Drug Resistance, Fungal",43
2021,"Quality Assurance, Health Care",43
2021,Cannabidiol,43
2021,"Microscopy, Fluorescence",43
2021,Agammaglobulinaemia Tyrosine Kinase,43
2021,Cost Savings,43
2021,Holidays,43
2021,ADAMTS13 Protein,43
2021,Cell Lineage,43
2021,Lactoferrin,43
2021,"Sequence Homology, Amino Acid",43
2021,Tissue Scaffolds,43
2021,"Intestine, Small",43
2021,Collagen,43
2021,Subarachnoid Hemorrhage,43
2021,Literacy,43
2021,Freedom,43
2021,DEAD Box Protein 58,43
2021,"Tumor Cells, Cultured",43
2021,Polyesters,43
2021,Injections,43
2021,Augmented Reality,43
2021,"Vaccines, Virus-Like Particle",43
2021,Leg,43
2021,Television,43
2021,Data Visualization,43
2021,Herpes Simplex,43
2021,"Microscopy, Confocal",43
2021,Voice Quality,43
2021,"Hepatitis, Autoimmune",43
2021,Warfarin,43
2021,Umbilical Cord,43
2021,Hydrolysis,43
2021,Macrolides,43
2021,Adenine,43
2021,New Jersey,43
2021,Child Care,43
2021,Blindness,43
2021,Rabies,43
2021,Nurse-Patient Relations,43
2021,Ecology,42
2021,"Antibodies, Antiphospholipid",42
2021,Biomimetics,42
2021,Streptococcal Infections,42
2021,Endemic Diseases,42
2021,End Stage Liver Disease,42
2021,Micelles,42
2021,Nanopore Sequencing,42
2021,Capsid,42
2021,Art,42
2021,Mutagenesis,42
2021,Malpractice,42
2021,Data Science,42
2021,Endocrinology,42
2021,"Carcinoma, Basal Cell",42
2021,Nasal Cavity,42
2021,"Aortic Aneurysm, Abdominal",42
2021,Pulmonary Arterial Hypertension,42
2021,"Arthritis, Psoriatic",42
2021,Macaca fascicularis,42
2021,Nutritionists,42
2021,Abscess,42
2021,Oman,42
2021,Bacterial Vaccines,42
2021,Gross Domestic Product,42
2021,Flavanones,42
2021,"Anemia, Iron-Deficiency",42
2021,Airway Extubation,42
2021,"Nuclear Magnetic Resonance, Biomolecular",42
2021,Autonomic Nervous System,42
2021,Quantum Dots,42
2021,Benzamides,42
2021,Hemolysis,42
2021,"Mice, Inbred ICR",42
2021,Anorexia Nervosa,42
2021,Medical Staff,42
2021,Medical History Taking,42
2021,Pressure,42
2021,Cuba,42
2021,Veterans Health,42
2021,Deafness,42
2021,Aspergillus fumigatus,42
2021,Saponins,42
2021,Immunologic Deficiency Syndromes,42
2021,Vasoconstrictor Agents,42
2021,Neonatal Screening,42
2021,Immunomodulating Agents,42
2021,Opportunistic Infections,42
2021,Poly I-C,42
2021,Vagina,42
2021,Seeds,42
2021,Continuous Renal Replacement Therapy,42
2021,Estradiol,42
2021,Gases,42
2021,Peroxidase,42
2021,Pesticides,42
2021,Food Microbiology,42
2021,Lead,42
2021,Xenograft Model Antitumor Assays,42
2021,"Communicable Diseases, Imported",42
2021,"Eye Infections, Fungal",42
2021,Poliovirus,42
2021,Social Sciences,42
2021,Nurse Clinicians,42
2021,Myeloid-Derived Suppressor Cells,42
2021,Inservice Training,42
2021,Meteorological Concepts,42
2021,Tropical Medicine,42
2021,Bandages,42
2021,Blockchain,41
2021,Rodentia,41
2021,Clinical Deterioration,41
2021,Least-Squares Analysis,41
2021,Teaching Rounds,41
2021,Ergonomics,41
2021,"Surgery, Oral",41
2021,Myositis,41
2021,"Influenza A Virus, H5N1 Subtype",41
2021,Microsurgery,41
2021,Ticks,41
2021,Reperfusion Injury,41
2021,"Models, Educational",41
2021,Disease Notification,41
2021,DNA Viruses,41
2021,Prediabetic State,41
2021,Arginine,41
2021,Neuromuscular Diseases,41
2021,Hydrogen,41
2021,Prostate-Specific Antigen,41
2021,Gastric Bypass,41
2021,Motion,41
2021,Cell-Free Nucleic Acids,41
2021,"Plants, Genetically Modified",41
2021,Endometriosis,41
2021,Invasive Fungal Infections,41
2021,Life Cycle Stages,41
2021,Rectum,41
2021,"Interferon-Induced Helicase, IFIH1",41
2021,Erectile Dysfunction,41
2021,Physician Assistants,41
2021,Esters,41
2021,Blood Specimen Collection,41
2021,Dried Blood Spot Testing,41
2021,African Swine Fever,41
2021,"Myelitis, Transverse",41
2021,Sus scrofa,41
2021,"Hospitals, Urban",41
